city,hotel,address,rating,reviews,url,description,latitude,longitude
Avignon,Mercure Pont d’Avignon Centre,"Rue Ferruce, 84000 Avignon, France",7.8,986,https://www.booking.com/hotel/fr/pont-d-avignon.fr.html,"Featuring free WiFi throughout the property, Mercure Pont d’Avignon Centre is located in the historic centre of Avignon, just 100 metres from the Pont...",43.9528408,4.8059338
Avignon,Mercure Avignon Centre Palais des Papes,"1 Rue Jean Vilar Accès voiture: parking du Palais des Papes (GPS: Boulevard de la ligne), 84000 Avignon, France",7.8,650,https://www.booking.com/hotel/fr/mercure-cite-des-papes.fr.html,"Situé au cœur d'Avignon, sur la place centrale de l'Horloge, à 50 mètres du Palais des Papes et à 500 mètres du Pont d'Avignon, le Mercure Avignon Centre...",43.9499014,4.8064770
Avignon,Hôtel Cloitre Saint Louis Avignon,"20, rue du Portail Boquier, 84000 Avignon, France",7.6,3355,https://www.booking.com/hotel/fr/clarioncloitrestlouis.fr.html,"Situé dans le centre d'Avignon, à 15 minutes à pied du palais des papes et du pont de la ville, l'Hôtel Cloitre Saint Louis Avignon occupe un bâtiment du...",43.9438081,4.8049468
Avignon,Best Western Plus Le Lavarin,"1715 Chemin du Lavarin, 84000 Avignon, France",8.3,2193,https://www.booking.com/hotel/fr/hotellelavarin.fr.html,"L’hôtel Best Western Plus Le Lavarin est situé à Avignon, à 2,5 km des remparts, du Palais des Papes et du Pont d'Avignon.",43.9227577,4.8042950
Avignon,La Chapelle du Miracle,"13 rue velouterie, 84000 Avignon, France",9.0,499,https://www.booking.com/hotel/fr/chapelle-du-miracle.fr.html,"Situé à Avignon, l'établissement La Chapelle du Miracle est une chapelle du XIVe siècle, rénovée en 2006 et classée monument historique.",43.9444830,4.7994959
city,hotel,address,rating,reviews,url,description,latitude,longitude
Marseille,Radisson Blu Hotel Marseille Vieux Port,"38-40 Quai Rive Neuve, 13007 Marseille, France",8.5,1337,https://www.booking.com/hotel/fr/radisson-sas-marseille-vieux-port.fr.html,"Surplombant le Vieux-Port, le Radisson Blu Hotel Marseille Vieux Port vous accueille à Marseille.",43.2925834,5.3670278
Marseille,NH Collection Marseille,"37 Boulevard des Dames, 13002 Marseille, France",8.7,3172,https://www.booking.com/hotel/fr/nh-collection-marseille.fr.html,"Doté d'un bar à cocktails, d'un jardin et d'une salle de sport au 6ème étage, le NH Collection Marseille vous accueille à La Joliette, le nouveau quartier...",43.3024211,5.3686337
Marseille,La Résidence Du Vieux Port,"18 Quai Du Port, 13002 Marseille, France",8.8,2159,https://www.booking.com/hotel/fr/hotel-la-residence-du-vieux-port.fr.html,"L'établissement La Residence Du Vieux Port vous accueille sur les quais du Vieux-Port, dans le centre de Marseille.",43.2965386,5.3727061
Marseille,New Hotel Le Quai - Vieux Port,"2 place Gabriel Péri, 13001 Marseille, France",8.4,3676,https://www.booking.com/hotel/fr/vieuxport.fr.html,"Situé dans le centre de Marseille, le New Hotel Le Quai - Vieux Port donne sur le Vieux-Port et la rue commerçante La Canebière.",43.2960312,5.3748907
Marseille,Appartement Vieux-Port de Marseille - Davso - 3 étoiles,"38 Rue Francis Davso, 13001 Marseille, France",9.3,66,https://www.booking.com/hotel/fr/appartement-vieux-port-de-marseille-davso-marseille.fr.html,"L’hébergement Appartement Vieux-Port de Marseille - Davso - 3 étoiles se situe au cœur de Marseille, à proximité de ces lieux d’intérêt : Plage des...",43.2933393,5.3765135
Marseille,Splendid 2-bedroom apartment close to the Opera,"2 Rue Sainte, 13001 Marseille, France",7.1,59,https://www.booking.com/hotel/fr/cmg-marseille-47-opera.fr.html,"L’hébergement Splendid 2-bedroom apartment close to the Opera se trouve dans le centre de Marseille, à respectivement 2 km et 400 mètres de ces lieux...",43.2930050,5.3768201
Marseille,Mercure Marseille Canebière Vieux-Port,"48 La Canebiere, 13001 Marseille, France",8.2,2006,https://www.booking.com/hotel/fr/mercure-marseille-canebiere-vieux-port.fr.html,"Proposant un salon commun, un restaurant et un bar, l’établissement Mercure Marseille Canebière Vieux-Port se trouve dans le centre de Marseille, à 2,2 km...",43.2969860,5.3793210
Marseille,Pepite Coeur 7ème Tout Confort - Clim - Parking,"15 Boulevard Marius Thomas, 13007 Marseille, France",9.3,40,https://www.booking.com/hotel/fr/pepite-coeur-7eme-tout-comfort-clim-parking.fr.html,"L’hébergement Pepite Coeur 7ème Tout Confort - Clim - Parking se trouve à Marseille, à respectivement 1,3 km et 1,2 km de ces lieux d’intérêt : Palais du...",43.2848724,5.3611285
Marseille,"Superbe Appartement, vue Notre Dame de la Garde, Vieux port","50 Quai du Port, 13002 Marseille, France",9.4,47,https://www.booking.com/hotel/fr/superbe-appartement-vue-notre-dame-de-la-garde-vieux-port.fr.html,"L’hébergement Superbe Appartement, vue Notre Dame de la Garde, Vieux port est idéalement placé au cœur de Marseille.",43.2964589,5.3712229
Marseille,Novotel Suites Marseille Centre Euromed,"33, Boulevard de Dunkerque - La Joliette, 13002 Marseille, France",8.3,1782,https://www.booking.com/hotel/fr/marseille-centre-euromed.fr.html,Le Novotel Suites Marseille Centre Euromed est à seulement 20 minutes de marche du Vieux-Port de Marseille.,43.3079654,5.3674650
Marseille,Grand Hotel Beauvau Marseille Vieux-Port - MGallery Collection,"4 Rue Beauvau, 13001 Marseille, France",8.5,988,https://www.booking.com/hotel/fr/hotel-1293-grand-hotel-beauvau-marseille-vieux-port-mgallery-collection.fr.html,Le Grand Hôtel Beauvau Marseille Vieux Port - MGallery vous accueille dans un élégant hôtel 4 étoiles situé dans le centre de Marseille.,43.2950784,5.3750101
Marseille,Les Appartements du Vieux Port,"48 rue Vacon, 13001 Marseille, France",9.5,5446,https://www.booking.com/hotel/fr/les-jardins-du-ga-c-na-c-ral.fr.html,"Situé dans le centre-ville de Marseille, l'établissement Les Appartements du Vieux Port propose des hébergements dotés d'une connexion Wi-Fi gratuite et...",43.2951169,5.3761663
Marseille,Novotel Marseille Vieux Port,"36 Boulevard Charles Livon, 13007 Marseille, France",7.9,822,https://www.booking.com/hotel/fr/novotel-marseille-vieux-port.fr.html,"Le Novotel Marseille Vieux Port est situé à Marseille, à seulement 400 mètres du palais du Pharo et à 5 minutes de marche de la plage des Catalans.",43.2923218,5.3602391
Marseille,Mercure Marseille Centre Bompard La Corniche,"2, Rue des Flots Bleus, 13007 Marseille, France",8.1,565,https://www.booking.com/hotel/fr/bompard.fr.html,"Le Mercure Marseille Centre Bompard La Corniche vous accueille dans un quartier résidentiel au cœur de Marseille, à 15 minutes à pied des plages.",43.2811849,5.3593326
Marseille,Best Western Plus Hôtel La Joliette,"49 Avenue Robert Schuman, 13002 Marseille, France",8.0,1177,https://www.booking.com/hotel/fr/best-western-la-joliette.fr.html,"Le Best Western Plus La Joliette est situé dans le centre de Marseille, à seulement 800 mètres du Vieux-Port et du MuCEM (musée des civilisations de...",43.3036563,5.3666034
Marseille,PARADISE Earth & Sea,"32 Rue Paradis, 13001 Marseille, France",8.7,1322,https://www.booking.com/hotel/fr/paradise-eart-amp-sea.fr.html,"Proposant une connexion Wi-Fi gratuite et des hébergements avec vue sur la ville, l’établissement PARADISE Earth & Sea est idéalement situé dans le centre...",43.2933693,5.3766770
Marseille,Maisons du Monde Hôtel & Suites - Marseille Vieux Port,"43 Quai des Belges, 13001 Marseille, France",8.8,1835,https://www.booking.com/hotel/fr/maisondumondehotelandsuitesmarseille.fr.html,"Surplombant le Vieux-Port, l’établissement Maisons du Monde Hôtel & Suites - Marseille Vieux Port vous accueille au cœur de Marseille.",43.2941237,5.3746399
Marseille,Hotel Belle-Vue Vieux-Port,"34, Quai du Port, 13002 Marseille, France",8.2,1702,https://www.booking.com/hotel/fr/belle-vue.fr.html,"Situé sur le Vieux-Port de Marseille, l’Hôtel Belle-Vue Vieux-Port est un établissement respectueux de l’environnement offrant une vue sur Notre-Dame de la...",43.2964156,5.3720610
Marseille,PREMIERE LIGNE - Bel appartement en 1ère ligne du Vieux e,"46 quai du Port, 13002 Marseille, France",9.1,48,https://www.booking.com/hotel/fr/premiere-ligne-bel-appartement-en-1ere-ligne-du-vieux-e.fr.html,"L’hébergement PREMIERE LIGNE - Bel appartement en 1ère ligne du Vieux e se situe au cœur de Marseille, à proximité de ces lieux d’intérêt : Métro...",43.2964336,5.3714271
Marseille,Mercure Marseille Centre Vieux Port,"1 Rue Neuve Saint Martin, 13001 Marseille, France",7.9,1467,https://www.booking.com/hotel/fr/mercure-marseille-centre-vieux-port.fr.html,"Le Mercure Marseille Centre Vieux Port vous accueille à côté du centre de conventions WTC et du jardin des Vestiges, à seulement 5 minutes à pied du...",43.2986801,5.3753252
Marseille,The Babel Community Hôtel - Vieux Port,"21 Rue Haxo, 13001 Marseille, France",8.2,2205,https://www.booking.com/hotel/fr/grand-t1-vieux-port-salle-de-sport-amp-rooftop.fr.html,"L’établissement The Babel Community Hôtel - Vieux Port se situe à Marseille, à 500 mètres du centre et à 2 km de ce lieu d’intérêt : Plage des Catalans.",43.2937579,5.3774478
Marseille,La Belle Vue - 65m2 au dernier étage avec ascenseur,"33 Grand Rue, 13002 Marseille, France",9.5,4,https://www.booking.com/hotel/fr/la-belle-vue-balcony-with-breathtaking-view.fr.html,"L’hébergement La Belle Vue - 65m2 au dernier étage avec ascenseur vous accueille dans le centre de Marseille, à respectivement 2,2 km et 500 mètres de ces...",43.2975689,5.3710142
city,hotel,address,rating,reviews,url,description,latitude,longitude
Cassis,UNE TERRASSE SUR LA MER 3 pers 2 chambres VUE MER,"9 Avenue Maurice Jermini, 13260 Cassis, France",9.0,67,https://www.booking.com/hotel/fr/une-terrasse-sur-la-mer-cassis.fr.html,"L’hébergement en bord de mer UNE TERRASSE SUR LA MER 3 pers 2 chambres VUE MER se trouve à Cassis, à seulement 400 mètres de ce lieu d’intérêt : Plage du...",43.2140720,5.5306218
Cassis,Tropézia- Standing T4 Terrasse et Parking Cassis,"7 Rue du Général Bonaparte, 13260 Cassis, France",9.1,9,https://www.booking.com/hotel/fr/tropezia-standing-t4-terrasse-et-parking-cassis.fr.html,"L’hébergement Tropézia- Standing T4 Terrasse et Parking Cassis se situe à Cassis, à seulement 300 mètres de ce lieu d’intérêt : Plage de la Grande Mer.",43.2146978,5.5383415
Cassis,Leï Tapenié 2 par Dodo-a-Cassis,"26 Avenue de la Viguerie, 13260 Cassis, France",8.3,34,https://www.booking.com/hotel/fr/lei-tapenie-2-par-dodo-a-cassis.fr.html,"L’hébergement Leï Tapenié 2 par Dodo-a-Cassis se trouve à Cassis, à seulement 500 mètres de ce lieu d’intérêt : Plage de la Grande Mer.",43.2162174,5.5371870
Cassis,SunSet Cassis,"3 Boulevard Jean Jaurès, 13260 Cassis, France",9.5,50,https://www.booking.com/hotel/fr/sunset-cassis.fr.html,"Situé à Cassis, l’hébergement SunSet Cassis offre une vue sur la ville. Il propose un jardin, une terrasse et une connexion Wi-Fi gratuite.",43.2154560,5.5357340
Cassis,Giovannina N5,"24 Avenue Abbé Cabrol, 13260 Cassis, France",8.2,31,https://www.booking.com/hotel/fr/giovannina-n5.fr.html,L’hébergement Giovannina N5 propose une piscine extérieure ouverte en saison et une terrasse.,43.2212870,5.5363310
Cassis,Le Canaio Upper Club par Dodo-a-Cassis,"13 Avenue Jules Ferry, 13260 Cassis, France",8.7,31,https://www.booking.com/hotel/fr/le-canaio-upper-club-par-dodo-a-cassis.fr.html,"Situé à Cassis, l’hébergement Le Canaio Upper Club par Dodo-a-Cassis offre une vue sur la piscine.",43.2177575,5.5386126
Cassis,Le Nani Raou par Dodo à Cassis,"7 Rue Michel Blanc, 13260 Cassis, France",9.0,23,https://www.booking.com/hotel/fr/le-calendal-par-dodo-a-cassis.fr.html,"L’hébergement Le Nani Raou par Dodo à Cassis se trouve à Cassis, à seulement 300 mètres de ce lieu d’intérêt : Plage de la Grande Mer.",43.2140179,5.5388665
Cassis,La Demeure Insoupçonnée,"21 Montée de la Chapelle, 13260 Cassis, France",9.6,126,https://www.booking.com/hotel/fr/la-demeure-insoupconnee.fr.html,"Situé à Cassis, à seulement 10 minutes à pied du front de mer, l'établissement La Demeure Insoupçonnée propose un hébergement avec petit-déjeuner offrant...",43.2191999,5.5471365
Cassis,La Viguerie par Dodo-a-Cassis,"4 Avenue Alphonse Daudet, 13260 Cassis, France",8.2,47,https://www.booking.com/hotel/fr/la-viguerie-par-dodo-a-cassis-cassis1.fr.html,"L’hébergement La Viguerie par Dodo-a-Cassis se situe à Cassis, à respectivement 19 km et 19 km de ces lieux d’intérêt : Orange Vélodrome et Métro...",43.2171936,5.5369361
Cassis,Giovannina N3,"24 Avenue Abbé Cabrol, 13260 Cassis, France",7.7,39,https://www.booking.com/hotel/fr/giovannina-n3.fr.html,L’hébergement Giovannina N3 propose une piscine extérieure ouverte en saison et une terrasse.,43.2212870,5.5363310
Cassis,Giovannina-N4,"24 Avenue Abbé Cabrol, 13260 Cassis, France",8.8,21,https://www.booking.com/hotel/fr/giovannina-n4.fr.html,"L’hébergement Giovannina-N4 se situe à Cassis, à respectivement 1,1 km et 19 km de ces lieux d’intérêt : Plage de la Grande Mer et Orange Vélodrome.",43.2212870,5.5363310
Cassis,L'ECHO DES FLOTS vue mer,"3bis Avenue des Calanques résidence le Week End, 13260 Cassis, France",9.0,22,https://www.booking.com/hotel/fr/echo-des-flots.fr.html,"Bénéficiant d’un emplacement en bord de mer, l’hébergement L'ECHO DES FLOTS vue mer vous accueille à Cassis, à respectivement quelques pas et 20 km de ces...",43.2119159,5.5309178
Cassis,Giovannina-N1,"24 Avenue Abbé Cabrol, 13260 Cassis, France",8.3,48,https://www.booking.com/hotel/fr/giovannina-n1.fr.html,"Proposant une piscine extérieure ouverte en saison, l’hébergement Giovannina-N1 se trouve à Cassis, à respectivement 1,1 km, 19 km et 19 km de ces lieux...",43.2213170,5.5361380
Cassis,Leï Tapenié par Dodo-a-Cassis,"Rés. Lei Tapenié - bat. A 26 Avenue de la Viguerie, 13260 Cassis, France",8.7,42,https://www.booking.com/hotel/fr/lei-tapenie.fr.html,"L’hébergement Leï Tapenié par Dodo-a-Cassis se trouve à Cassis, à respectivement 19 km, 20 km et 20 km de ces lieux d’intérêt : Orange Vélodrome, Métro...",43.2160410,5.5369932
Cassis,Home Cassis - Maison Les Calanques - Piscine chauffée à 30c,"27 avenue des Calanques, 13260 Cassis, France",8.3,195,https://www.booking.com/hotel/fr/home-cassis.fr.html,"Situé à 1 km du port de Cassis, l'établissement Home Cassis est une résidence de 4 appartements, abritant une piscine commune.",43.2118324,5.5247015
Cassis,Chez Jacques par Dodo-a-Cassis,"Chez Jacques, les Résidence de la Rade, Avenue de l'Amiral Ganteaume, 13260 Cassis, France",8.6,47,https://www.booking.com/hotel/fr/la-rade-1-par-dodo-a-cassis.fr.html,"Situé à Cassis, l’hébergement Chez Jacques par Dodo-a-Cassis met à votre disposition une connexion Wi-Fi gratuite et offre une vue sur la mer.",43.2154586,5.5344976
Cassis,FACE A LA MER,"Résidence Le Grand Large 9 Avenue Maurice Jermini, 13260 Cassis, France",8.9,42,https://www.booking.com/hotel/fr/face-a-la-mer-cassis.fr.html,"Situé à Cassis, l’hébergement FACE A LA MER offre une vue sur la mer. Il comprend une terrasse et une connexion Wi-Fi gratuite.",43.2142613,5.5306729
Cassis,CASSIS Plage & Calanques,"20 Traverse du Soleil, 13260 Cassis, France",8.4,28,https://www.booking.com/hotel/fr/cote-calanques-cassis.fr.html,"Situé à Cassis, l’hébergement CASSIS Plage & Calanques offre une vue sur la ville.",43.2120018,5.5276305
Cassis,L'Anglet par Dodo-a-Cassis,"595 Avenue du Revestel, 13260 Cassis, France",8.8,18,https://www.booking.com/hotel/fr/anglet-par-dodo-a-cassis.fr.html,"Situé à Cassis, l’hébergement L'Anglet par Dodo-a-Cassis met à votre disposition une connexion Wi-Fi gratuite et offre une vue sur la mer.",43.2106035,5.5482281
Cassis,Lou Bèu par Dodo-a-Cassis,"Bat E2 595 Avenue du Revestel, 13260 Cassis, France",9.2,24,https://www.booking.com/hotel/fr/hulin.fr.html,"Situé à Cassis, l’hébergement Lou Bèu par Dodo-a-Cassis met à votre disposition une connexion Wi-Fi gratuite et offre une vue sur la mer.",43.2111510,5.5486467
Cassis,La douceur de Cassis,"16 Avenue du Picouveau, 13260 Cassis, France",9.5,93,https://www.booking.com/hotel/fr/la-douceur-de-cassis.fr.html,"L’hébergement La douceur de Cassis se trouve à Cassis, à respectivement 400 mètres et 20 km de ces lieux d’intérêt : Plage du Bestouan et Orange Vélodrome.",43.2150090,5.5309560
Cassis,Home Cassis - Maison Méditerranée - Piscine chauffée à 30c,"6 Avenue Abbe Cabrol, 13260 Cassis, France",8.5,248,https://www.booking.com/hotel/fr/home-cassis-maison-mediterrannee.fr.html,"Proposant une piscine, un jardin, un casino et connexion Wi-Fi gratuite, l’établissement Home Cassis - Maison Méditerranée - Piscine chauffée à 30c se...",43.2197764,5.5374587
Cassis,Le Rooftop par Dodo-a-Cassis,"2 Rue Michel Arnaud, 13260 Cassis, France",8.5,14,https://www.booking.com/hotel/fr/le-cosyport.fr.html,"Offrant une vue sur la mer, l’hébergement Le Rooftop par Dodo-a-Cassis se trouve à Cassis, à respectivement 200 mètres et 20 km de ces lieux d’intérêt :...",43.2144579,5.5377789
Cassis,Appartement le Quai du Port Cassis parking clim,"24 Rue du Jeune Anacharsis, 13260 Cassis, France",9.2,138,https://www.booking.com/hotel/fr/appartement-le-quai-du-port-cassis-parking-clim.fr.html,"Offrant une vue sur la ville, l’hébergement Appartement le Quai du Port Cassis parking clim possède un casino et une terrasse, à environ 400 mètres de ce...",43.2148357,5.5360761
Cassis,HPC Suites - Cassis Centre - Parking Gratuit & Piscine Chauffée,"10 Avenue Augustin Isnard, 13260 Cassis, France",9.1,832,https://www.booking.com/hotel/fr/hpc-suites.fr.html,"Doté d’une piscine extérieure commune avec terrasse et vue sur la mer, le HPC Suites - Cassis Centre - Parking Gratuit & Piscine Chauffée est situé dans un...",43.2164402,5.5417457
city,hotel,address,rating,reviews,url,description,latitude,longitude
Nîmes,Maison Albar Hotels L’Imperator,"15 Rue Gaston Boissier, 30900 Nîmes, France",9.1,1323,https://www.booking.com/hotel/fr/imperator-nimes.fr.html,"La Maison Albar Hotels L’Imperator est un hôtel situé dans la ville de Nîmes, près des jardins de la Fontaine et à moins de 5 minutes à pied du temple...",43.8386661,4.3527679
Nîmes,Appartement avec terrasse panoramique au coeur de Nîmes,"8 Rue Fresque, 30000 Nîmes, France",8.5,96,https://www.booking.com/hotel/fr/votre-terrasse-panoramique-au-coeur-de-nimes.fr.html,L’hébergement Appartement avec terrasse panoramique au coeur de Nîmes est idéalement placé au cœur de Nîmes.,43.8367760,4.3580180
Nîmes,Central Hotel,"2 Place Du Château, 30000 Nîmes, France",7.7,702,https://www.booking.com/hotel/fr/central-nimes.fr.html,"Le Central Hotel occupe un bâtiment rénové du XVIIIe siècle dans le centre historique de Nîmes, juste derrière l'ancien site romain de la porte d'Auguste.",43.8389950,4.3628114
Nîmes,"Nimes , appartement rénové dans immeuble classé.","2 eme étage 72 Boulevard Gambetta, 30000 Nîmes, France",9.5,90,https://www.booking.com/hotel/fr/nimes-appartement-renove-dans-immeuble-classe.fr.html,"L’hébergement Nimes, appartement rénové dans immeuble classé. Bénéficie d’un emplacement idéal dans le centre de Nîmes. Il dispose d’un balcon.",43.8400042,4.3623140
Nîmes,le pool house,"161 Chemin de la Calmette, 30000 Nîmes, France",9.8,56,https://www.booking.com/hotel/fr/le-pool-house-nimes1.fr.html,"Situé à Nîmes, l’hébergement le pool house offre une vue sur la piscine.",43.8632350,4.3990100
Nîmes,l'élégant T3Nîmes Parking-centre ville,"28a Rue de Beaucaire, 30000 Nîmes, France",8.2,26,https://www.booking.com/hotel/fr/elegant-t3nimes-parking-centre-ville.fr.html,"Situé à Nîmes, l’hébergement l'élégant T3Nîmes Parking-centre ville offre une vue sur le jardin.",43.8386315,4.3694809
Nîmes,T3 Cosy et lumineux avec garage à 2 pas du centre !,"2a Rue d'Arlier, 30900 Nîmes, France",9.5,29,https://www.booking.com/hotel/fr/t3-cosy-et-lumineux-avec-garage-a-2-pas-du-centre.fr.html,"Situé à Nîmes, l’hébergement T3 Cosy et lumineux avec garage à 2 pas du centre!",43.8291674,4.3590679
Nîmes,Hôtel Abalone - Centre Gare,"23, avenue Feuchères, 30000 Nîmes, France",7.6,645,https://www.booking.com/hotel/fr/hotelterminusaudrans.fr.html,"L’établissement Hôtel Abalone - Centre Gare se situe à Nîmes, à respectivement 3,8 km et 34 km de ces lieux d’intérêt : Parc des expositions de Nîmes et...",43.8330273,4.3661897
Nîmes,Le Joyau Nîmois - Grande terrasse avec parking,"73 rue Paul Nicolas, 30900 Nîmes, France",8.8,4,https://www.booking.com/hotel/fr/ecrin-nimois-grande-terrasse-avec-parking.fr.html,"L’hébergement Le Joyau Nîmois - Grande terrasse avec parking se trouve à Nîmes, à respectivement 35 km, 47 km et 48 km de ces lieux d’intérêt : Arènes...",43.8305689,4.3436660
Nîmes,Mas d'Escattes,"34 Allée du Mas d'Escattes, 30000 Nîmes, France",9.8,203,https://www.booking.com/hotel/fr/mas-d-39-escattes.fr.html,"L’établissement Mas d'Escattes se trouve à Nîmes (Languedoc-Roussillon), à 8 km de ce lieu d’intérêt : Parc des expositions de Nîmes.",43.8704084,4.4045524
